AGEHEAT,ATHOME,CENCDD65,CENH2O,CENHDD65,CENMENBER,CENPDPI,CENPRICES,CENTOTSQFT,CENYEARMADE,CRAWL,DIVISION GROUP,DRAFTY,EDUCATION,HOUSING TYPING,INCOME,KONWRENT,OTHHEAT,RACE,SIZEHEAT,THERMAC,THERMHEAT,TOTKWH,TYPEAC,UR,USEAC,WALLTYPE
2,1,850.0968694624926,1.0395747194329592,6161.639692852924,2.5002953337271117,12.93325457767277,1124.7714116952156,2589.627288836385,1970.367395156527,0,4,1,2,2,2,1,0,1,2,3,-2,41373,2,1,-2,3
41,0,1644.843648208469,1.0407166123778502,3423.630293159609,2.519543973941368,11.62214983713355,1529.5325732899023,2080.6514657980456,1978.4967426710098,0,6,4,2,2,0,1,0,1,-2,0,-2,5982,-2,1,-2,3
5,0,2385.8089937666964,1.0267141585040072,2380.3619768477292,2.6068566340160286,12.453250222617987,1741.7475512021372,2125.2359750667856,1980.0894924309885,1,5,4,6,2,2,1,0,1,3,2,1,24285,3,0,3,1
3,1,1138.521718146718,1.031853281853282,2543.8692084942086,2.85472972972973,13.832528957528957,1082.398166023166,1802.8199806949806,1970.7755791505792,0,10,3,2,2,1,1,0,4,3,0,-2,4852,-2,0,-2,4
5,0,1138.521718146718,1.031853281853282,2543.8692084942086,2.85472972972973,13.832528957528957,1082.398166023166,1802.8199806949806,1970.7755791505792,-2,10,4,5,5,0,2,-2,4,-2,3,-2,2413,2,0,-2,3
5,1,850.0968694624926,1.0395747194329592,6161.639692852924,2.5002953337271117,12.93325457767277,1124.7714116952156,2589.627288836385,1970.367395156527,1,4,3,7,2,2,1,0,1,2,1,-2,15552,1,0,3,4
3,1,1138.521718146718,1.031853281853282,2543.8692084942086,2.85472972972973,13.832528957528957,1082.398166023166,1802.8199806949806,1970.7755791505792,0,10,4,0,2,0,2,0,1,-2,0,-2,1308,-2,0,-2,4
5,1,1138.521718146718,1.031853281853282,2543.8692084942086,2.85472972972973,13.832528957528957,1082.398166023166,1802.8199806949806,1970.7755791505792,1,10,4,4,2,0,1,-2,1,-2,0,-2,1119,-2,0,-2,4
3,1,1138.521718146718,1.031853281853282,2543.8692084942086,2.85472972972973,13.832528957528957,1082.398166023166,1802.8199806949806,1970.7755791505792,1,10,4,1,2,1,1,0,1,1,0,1,4992,-2,0,-2,2
41,0,1138.521718146718,1.031853281853282,2543.8692084942086,2.85472972972973,13.832528957528957,1082.398166023166,1802.8199806949806,1970.7755791505792,1,10,4,3,2,2,1,0,1,-2,3,0,4801,2,0,-2,4
41,1,2385.8089937666964,1.0267141585040072,2380.3619768477292,2.6068566340160286,12.453250222617987,1741.7475512021372,2125.2359750667856,1980.0894924309885,-2,5,4,4,5,0,2,0,1,-2,1,-2,4840,1,0,1,7
1,1,3288.1525885558585,1.0463215258855585,2085.6294277929155,2.7302452316076296,13.155313351498638,1499.8228882833787,1997.6566757493188,1985.5286103542235,0,9,4,3,2,1,2,0,2,-2,2,1,14706,1,0,3,2
41,0,562.5539130434782,1.0095652173913043,6468.218260869565,2.6104347826086958,12.53304347826087,1128.5634782608695,2483.191304347826,1963.4452173913044,1,3,4,2,3,0,1,0,1,-2,1,-2,5321,1,0,1,3
2,1,2385.8089937666964,1.0267141585040072,2380.3619768477292,2.6068566340160286,12.453250222617987,1741.7475512021372,2125.2359750667856,1980.0894924309885,0,5,4,1,2,2,2,0,1,-2,2,1,13031,1,0,3,4
3,1,736.1920180722891,1.0135542168674698,5476.890813253012,2.73644578313253,13.600150602409638,1316.7402108433735,2175.8486445783133,1958.1265060240964,-2,2,3,4,5,1,2,1,2,-2,0,-2,5236,-2,0,-2,1
5,1,736.1920180722891,1.0135542168674698,5476.890813253012,2.73644578313253,13.600150602409638,1316.7402108433735,2175.8486445783133,1958.1265060240964,0,2,4,4,2,2,1,0,1,-2,3,0,9649,2,0,-2,3
5,1,2385.8089937666964,1.0267141585040072,2380.3619768477292,2.6068566340160286,12.453250222617987,1741.7475512021372,2125.2359750667856,1980.0894924309885,0,5,2,2,2,0,1,0,1,-2,2,1,17102,1,0,3,1
5,1,2784.213821138211,1.0552845528455284,2047.6349593495936,2.7626016260162602,12.213821138211381,1720.320325203252,1873.419512195122,1977.0894308943089,0,7,2,2,4,0,2,0,2,3,1,-2,24387,1,0,3,1
2,1,3288.1525885558585,1.0463215258855585,2085.6294277929155,2.7302452316076296,13.155313351498638,1499.8228882833787,1997.6566757493188,1985.5286103542235,0,9,2,3,2,0,1,0,7,-2,0,1,16249,-2,0,-2,4
41,0,1138.521718146718,1.031853281853282,2543.8692084942086,2.85472972972973,13.832528957528957,1082.398166023166,1802.8199806949806,1970.7755791505792,1,10,4,6,2,2,1,0,1,-2,2,1,14996,1,0,2,3
3,1,3288.1525885558585,1.0463215258855585,2085.6294277929155,2.7302452316076296,13.155313351498638,1499.8228882833787,1997.6566757493188,1985.5286103542235,0,9,4,3,2,1,1,0,1,-2,2,0,11599,1,1,3,4
42,0,1138.521718146718,1.031853281853282,2543.8692084942086,2.85472972972973,13.832528957528957,1082.398166023166,1802.8199806949806,1970.7755791505792,0,10,3,3,2,1,1,0,3,3,0,0,2900,-2,0,-2,4
5,1,469.2494669509595,1.0309168443496801,6484.846481876332,2.576759061833689,14.210021321961621,1314.2889125799575,2378.993603411514,1957.1897654584222,-2,1,4,2,5,0,2,1,6,-2,3,-2,6883,2,0,-2,3
5,1,736.1920180722891,1.0135542168674698,5476.890813253012,2.73644578313253,13.600150602409638,1316.7402108433735,2175.8486445783133,1958.1265060240964,0,2,3,2,3,2,1,0,2,-2,3,-2,9560,2,0,-2,1
41,1,2784.213821138211,1.0552845528455284,2047.6349593495936,2.7626016260162602,12.213821138211381,1720.320325203252,1873.419512195122,1977.0894308943089,0,7,4,3,2,2,1,0,2,-2,2,1,20500,1,0,3,1
5,1,562.5539130434782,1.0095652173913043,6468.218260869565,2.6104347826086958,12.53304347826087,1128.5634782608695,2483.191304347826,1963.4452173913044,-2,3,3,1,5,0,2,1,1,-2,0,-2,2869,-2,0,-2,3
2,0,850.0968694624926,1.0395747194329592,6161.639692852924,2.5002953337271117,12.93325457767277,1124.7714116952156,2589.627288836385,1970.367395156527,0,4,4,2,2,1,1,0,6,-2,2,1,14019,1,0,2,1
42,0,2784.213821138211,1.0552845528455284,2047.6349593495936,2.7626016260162602,12.213821138211381,1720.320325203252,1873.419512195122,1977.0894308943089,0,7,4,2,2,1,1,0,2,-2,2,1,13531,1,0,2,1
41,0,2385.8089937666964,1.0267141585040072,2380.3619768477292,2.6068566340160286,12.453250222617987,1741.7475512021372,2125.2359750667856,1980.0894924309885,0,5,4,6,2,2,1,0,1,-2,2,1,55857,1,0,3,4
2,1,850.0968694624926,1.0395747194329592,6161.639692852924,2.5002953337271117,12.93325457767277,1124.7714116952156,2589.627288836385,1970.367395156527,0,4,4,5,2,2,1,0,1,-2,2,0,7037,1,0,3,3
42,1,2385.8089937666964,1.0267141585040072,2380.3619768477292,2.6068566340160286,12.453250222617987,1741.7475512021372,2125.2359750667856,1980.0894924309885,-2,5,4,2,5,0,2,0,2,-2,1,-2,18450,1,0,1,2
41,0,562.5539130434782,1.0095652173913043,6468.218260869565,2.6104347826086958,12.53304347826087,1128.5634782608695,2483.191304347826,1963.4452173913044,1,3,3,5,2,1,1,0,1,1,2,1,4500,1,0,1,2
41,1,736.1920180722891,1.0135542168674698,5476.890813253012,2.73644578313253,13.600150602409638,1316.7402108433735,2175.8486445783133,1958.1265060240964,0,2,4,6,2,2,1,0,1,1,0,-2,24586,-2,1,-2,3
-2,1,1138.521718146718,1.031853281853282,2543.8692084942086,2.85472972972973,13.832528957528957,1082.398166023166,1802.8199806949806,1970.7755791505792,-2,10,4,2,5,0,2,-2,1,-2,3,-2,3643,2,0,-2,4
1,1,1644.843648208469,1.0407166123778502,3423.630293159609,2.519543973941368,11.62214983713355,1529.5325732899023,2080.6514657980456,1978.4967426710098,1,6,4,6,2,1,1,0,1,-2,2,1,15762,1,0,3,1
42,1,1138.521718146718,1.031853281853282,2543.8692084942086,2.85472972972973,13.832528957528957,1082.398166023166,1802.8199806949806,1970.7755791505792,0,10,4,3,4,2,1,0,1,-2,0,-2,4947,-2,0,-2,4
5,0,850.0968694624926,1.0395747194329592,6161.639692852924,2.5002953337271117,12.93325457767277,1124.7714116952156,2589.627288836385,1970.367395156527,0,4,4,4,2,2,1,0,1,-2,3,-2,5513,1,0,2,3
5,1,1138.521718146718,1.031853281853282,2543.8692084942086,2.85472972972973,13.832528957528957,1082.398166023166,1802.8199806949806,1970.7755791505792,-2,10,4,2,5,0,2,-2,1,-2,0,-2,4606,-2,0,-2,1
2,1,2784.213821138211,1.0552845528455284,2047.6349593495936,2.7626016260162602,12.213821138211381,1720.320325203252,1873.419512195122,1977.0894308943089,0,7,4,5,2,2,1,0,1,1,2,0,13502,1,0,3,1
2,0,562.5539130434782,1.0095652173913043,6468.218260869565,2.6104347826086958,12.53304347826087,1128.5634782608695,2483.191304347826,1963.4452173913044,0,3,2,3,2,1,1,0,7,1,2,0,15589,1,0,1,1
5,0,1138.521718146718,1.031853281853282,2543.8692084942086,2.85472972972973,13.832528957528957,1082.398166023166,1802.8199806949806,1970.7755791505792,0,10,4,2,2,0,1,0,4,-2,2,1,5751,1,0,1,4
5,0,2385.8089937666964,1.0267141585040072,2380.3619768477292,2.6068566340160286,12.453250222617987,1741.7475512021372,2125.2359750667856,1980.0894924309885,0,5,2,3,3,1,2,0,7,-2,1,-2,10226,1,0,3,1
41,0,2784.213821138211,1.0552845528455284,2047.6349593495936,2.7626016260162602,12.213821138211381,1720.320325203252,1873.419512195122,1977.0894308943089,0,7,1,3,2,1,2,0,1,1,2,0,20770,1,0,3,1
41,0,1138.521718146718,1.031853281853282,2543.8692084942086,2.85472972972973,13.832528957528957,1082.398166023166,1802.8199806949806,1970.7755791505792,0,10,4,2,2,2,1,0,1,1,1,1,14017,1,0,3,4
5,1,736.1920180722891,1.0135542168674698,5476.890813253012,2.73644578313253,13.600150602409638,1316.7402108433735,2175.8486445783133,1958.1265060240964,0,2,4,2,2,0,1,0,1,1,0,-2,5523,-2,0,-2,2
5,0,1138.521718146718,1.031853281853282,2543.8692084942086,2.85472972972973,13.832528957528957,1082.398166023166,1802.8199806949806,1970.7755791505792,0,10,4,2,2,2,1,-2,1,-2,0,-2,11321,-2,0,-2,2
3,1,736.1920180722891,1.0135542168674698,5476.890813253012,2.73644578313253,13.600150602409638,1316.7402108433735,2175.8486445783133,1958.1265060240964,-2,2,4,1,5,0,2,1,4,-2,3,-2,701,2,0,-2,1
5,1,562.5539130434782,1.0095652173913043,6468.218260869565,2.6104347826086958,12.53304347826087,1128.5634782608695,2483.191304347826,1963.4452173913044,0,3,1,2,2,0,1,0,2,1,3,-2,10232,2,0,-2,3
2,0,2385.8089937666964,1.0267141585040072,2380.3619768477292,2.6068566340160286,12.453250222617987,1741.7475512021372,2125.2359750667856,1980.0894924309885,0,5,4,3,2,2,1,0,1,-2,2,1,30686,1,1,3,4
41,0,562.5539130434782,1.0095652173913043,6468.218260869565,2.6104347826086958,12.53304347826087,1128.5634782608695,2483.191304347826,1963.4452173913044,-2,3,4,5,1,2,1,0,1,1,1,-2,22261,1,0,3,3
42,1,538.3573033707866,1.049438202247191,6316.21797752809,2.710112359550562,13.692134831460674,876.0202247191012,2390.829213483146,1978.1640449438203,0,8,4,5,2,2,1,0,1,-2,2,0,13717,1,0,1,1
5,0,1138.521718146718,1.031853281853282,2543.8692084942086,2.85472972972973,13.832528957528957,1082.398166023166,1802.8199806949806,1970.7755791505792,0,10,4,8,2,2,1,0,1,-2,2,0,10682,1,0,1,4
41,1,850.0968694624926,1.0395747194329592,6161.639692852924,2.5002953337271117,12.93325457767277,1124.7714116952156,2589.627288836385,1970.367395156527,0,4,4,4,2,2,1,0,1,-2,1,-2,15923,1,0,2,3
41,1,736.1920180722891,1.0135542168674698,5476.890813253012,2.73644578313253,13.600150602409638,1316.7402108433735,2175.8486445783133,1958.1265060240964,0,2,3,2,2,0,2,0,1,-2,1,-2,8587,1,0,1,1
2,1,850.0968694624926,1.0395747194329592,6161.639692852924,2.5002953337271117,12.93325457767277,1124.7714116952156,2589.627288836385,1970.367395156527,1,4,4,2,2,1,1,0,1,1,1,-2,6988,1,1,1,3
3,1,2385.8089937666964,1.0267141585040072,2380.3619768477292,2.6068566340160286,12.453250222617987,1741.7475512021372,2125.2359750667856,1980.0894924309885,0,5,2,5,3,2,2,0,2,1,1,-2,14345,1,0,3,3
5,0,1138.521718146718,1.031853281853282,2543.8692084942086,2.85472972972973,13.832528957528957,1082.398166023166,1802.8199806949806,1970.7755791505792,0,10,3,2,2,0,1,-2,1,-2,3,-2,7219,2,0,-2,4
2,0,3288.1525885558585,1.0463215258855585,2085.6294277929155,2.7302452316076296,13.155313351498638,1499.8228882833787,1997.6566757493188,1985.5286103542235,0,9,4,3,3,1,1,0,1,-2,0,-2,8177,-2,0,-2,4
5,1,469.2494669509595,1.0309168443496801,6484.846481876332,2.576759061833689,14.210021321961621,1314.2889125799575,2378.993603411514,1957.1897654584222,0,1,4,4,2,0,1,0,1,-2,0,-2,37580,-2,1,-2,2
41,1,850.0968694624926,1.0395747194329592,6161.639692852924,2.5002953337271117,12.93325457767277,1124.7714116952156,2589.627288836385,1970.367395156527,0,4,3,3,2,1,1,0,1,2,1,-2,9402,3,1,3,3
41,1,2385.8089937666964,1.0267141585040072,2380.3619768477292,2.6068566340160286,12.453250222617987,1741.7475512021372,2125.2359750667856,1980.0894924309885,0,5,2,2,2,0,1,0,2,-2,1,-2,16092,1,0,3,7
41,0,1644.843648208469,1.0407166123778502,3423.630293159609,2.519543973941368,11.62214983713355,1529.5325732899023,2080.6514657980456,1978.4967426710098,0,6,4,2,2,1,1,0,1,-2,1,-2,12557,1,0,3,3
3,0,469.2494669509595,1.0309168443496801,6484.846481876332,2.576759061833689,14.210021321961621,1314.2889125799575,2378.993603411514,1957.1897654584222,1,1,4,6,2,2,1,0,1,-2,2,0,8357,1,0,3,3
3,1,1138.521718146718,1.031853281853282,2543.8692084942086,2.85472972972973,13.832528957528957,1082.398166023166,1802.8199806949806,1970.7755791505792,0,10,2,3,4,0,1,0,1,-2,2,0,5846,1,0,1,2
5,0,2385.8089937666964,1.0267141585040072,2380.3619768477292,2.6068566340160286,12.453250222617987,1741.7475512021372,2125.2359750667856,1980.0894924309885,0,5,4,2,2,1,1,0,1,-2,2,0,10602,1,0,2,3
3,1,736.1920180722891,1.0135542168674698,5476.890813253012,2.73644578313253,13.600150602409638,1316.7402108433735,2175.8486445783133,1958.1265060240964,0,2,4,2,2,2,1,0,1,1,2,-2,14284,3,0,3,1
3,0,2784.213821138211,1.0552845528455284,2047.6349593495936,2.7626016260162602,12.213821138211381,1720.320325203252,1873.419512195122,1977.0894308943089,0,7,3,4,2,2,1,0,1,-2,1,-2,13439,1,1,2,9
2,0,1138.521718146718,1.031853281853282,2543.8692084942086,2.85472972972973,13.832528957528957,1082.398166023166,1802.8199806949806,1970.7755791505792,1,10,3,3,2,2,2,0,3,-2,3,-2,2630,2,0,-2,4
3,1,1138.521718146718,1.031853281853282,2543.8692084942086,2.85472972972973,13.832528957528957,1082.398166023166,1802.8199806949806,1970.7755791505792,1,10,4,3,2,2,1,0,1,-2,3,-2,5131,2,0,-2,3
41,1,562.5539130434782,1.0095652173913043,6468.218260869565,2.6104347826086958,12.53304347826087,1128.5634782608695,2483.191304347826,1963.4452173913044,0,3,3,6,2,2,1,0,1,-2,2,0,13006,1,0,1,1
42,1,538.3573033707866,1.049438202247191,6316.21797752809,2.710112359550562,13.692134831460674,876.0202247191012,2390.829213483146,1978.1640449438203,0,8,3,2,2,1,1,0,1,1,0,-2,5239,-2,0,-2,1
3,0,2385.8089937666964,1.0267141585040072,2380.3619768477292,2.6068566340160286,12.453250222617987,1741.7475512021372,2125.2359750667856,1980.0894924309885,1,5,4,2,2,2,1,0,1,-2,1,-2,21410,1,1,3,7
3,0,850.0968694624926,1.0395747194329592,6161.639692852924,2.5002953337271117,12.93325457767277,1124.7714116952156,2589.627288836385,1970.367395156527,1,4,4,4,2,2,1,0,1,-2,2,0,10199,1,1,2,3
41,1,538.3573033707866,1.049438202247191,6316.21797752809,2.710112359550562,13.692134831460674,876.0202247191012,2390.829213483146,1978.1640449438203,-2,8,2,4,5,1,2,0,1,1,1,-2,5068,1,0,2,1
1,1,1138.521718146718,1.031853281853282,2543.8692084942086,2.85472972972973,13.832528957528957,1082.398166023166,1802.8199806949806,1970.7755791505792,1,10,3,1,2,1,2,-2,1,-2,0,-2,4038,-2,0,-2,4
5,1,1138.521718146718,1.031853281853282,2543.8692084942086,2.85472972972973,13.832528957528957,1082.398166023166,1802.8199806949806,1970.7755791505792,1,10,4,6,2,2,1,0,1,1,3,1,6935,2,0,-2,4
5,0,2385.8089937666964,1.0267141585040072,2380.3619768477292,2.6068566340160286,12.453250222617987,1741.7475512021372,2125.2359750667856,1980.0894924309885,1,5,4,5,2,2,1,0,1,-2,2,0,12139,1,0,3,1
1,0,1138.521718146718,1.031853281853282,2543.8692084942086,2.85472972972973,13.832528957528957,1082.398166023166,1802.8199806949806,1970.7755791505792,-2,10,3,5,5,2,1,0,1,1,2,1,4365,1,0,2,2
3,1,2385.8089937666964,1.0267141585040072,2380.3619768477292,2.6068566340160286,12.453250222617987,1741.7475512021372,2125.2359750667856,1980.0894924309885,0,5,3,3,2,0,1,0,1,1,1,-2,18139,1,1,1,7
3,1,2385.8089937666964,1.0267141585040072,2380.3619768477292,2.6068566340160286,12.453250222617987,1741.7475512021372,2125.2359750667856,1980.0894924309885,1,5,3,4,2,2,1,0,1,-2,2,1,10409,1,0,3,2
41,0,2784.213821138211,1.0552845528455284,2047.6349593495936,2.7626016260162602,12.213821138211381,1720.320325203252,1873.419512195122,1977.0894308943089,-2,7,3,2,5,1,2,0,2,-2,2,0,11327,1,0,3,1
1,1,2385.8089937666964,1.0267141585040072,2380.3619768477292,2.6068566340160286,12.453250222617987,1741.7475512021372,2125.2359750667856,1980.0894924309885,1,5,4,2,2,2,1,0,1,1,1,-2,44225,1,0,3,3
3,0,1138.521718146718,1.031853281853282,2543.8692084942086,2.85472972972973,13.832528957528957,1082.398166023166,1802.8199806949806,1970.7755791505792,0,10,2,3,2,0,1,-2,1,-2,0,-2,8251,-2,0,-2,4
41,0,1138.521718146718,1.031853281853282,2543.8692084942086,2.85472972972973,13.832528957528957,1082.398166023166,1802.8199806949806,1970.7755791505792,1,10,1,2,2,2,2,0,1,-2,0,-2,12368,-2,0,-2,2
5,0,538.3573033707866,1.049438202247191,6316.21797752809,2.710112359550562,13.692134831460674,876.0202247191012,2390.829213483146,1978.1640449438203,-2,8,3,2,1,0,1,0,3,-2,1,-2,4407,1,0,1,3
41,1,2784.213821138211,1.0552845528455284,2047.6349593495936,2.7626016260162602,12.213821138211381,1720.320325203252,1873.419512195122,1977.0894308943089,-2,7,4,4,1,2,1,0,1,-2,1,-2,4798,1,1,3,3
3,0,2385.8089937666964,1.0267141585040072,2380.3619768477292,2.6068566340160286,12.453250222617987,1741.7475512021372,2125.2359750667856,1980.0894924309885,0,5,3,8,2,2,1,0,1,-2,2,1,21228,1,0,1,2
1,1,2385.8089937666964,1.0267141585040072,2380.3619768477292,2.6068566340160286,12.453250222617987,1741.7475512021372,2125.2359750667856,1980.0894924309885,-2,5,3,2,1,0,1,0,1,-2,3,-2,7249,2,1,-2,3
2,0,2784.213821138211,1.0552845528455284,2047.6349593495936,2.7626016260162602,12.213821138211381,1720.320325203252,1873.419512195122,1977.0894308943089,0,7,3,4,4,0,2,0,2,-2,1,-2,7515,1,0,3,2
3,0,850.0968694624926,1.0395747194329592,6161.639692852924,2.5002953337271117,12.93325457767277,1124.7714116952156,2589.627288836385,1970.367395156527,0,4,3,6,2,2,1,0,1,1,2,1,9059,1,0,1,3
5,0,1138.521718146718,1.031853281853282,2543.8692084942086,2.85472972972973,13.832528957528957,1082.398166023166,1802.8199806949806,1970.7755791505792,-2,10,3,1,5,1,2,-2,4,-2,0,-2,2317,-2,0,-2,2
3,1,2784.213821138211,1.0552845528455284,2047.6349593495936,2.7626016260162602,12.213821138211381,1720.320325203252,1873.419512195122,1977.0894308943089,0,7,4,3,2,2,1,0,1,-2,2,1,21916,1,0,2,1
3,0,469.2494669509595,1.0309168443496801,6484.846481876332,2.576759061833689,14.210021321961621,1314.2889125799575,2378.993603411514,1957.1897654584222,0,1,4,4,2,2,1,0,1,-2,0,-2,7283,-2,1,-2,3
2,0,3288.1525885558585,1.0463215258855585,2085.6294277929155,2.7302452316076296,13.155313351498638,1499.8228882833787,1997.6566757493188,1985.5286103542235,-2,9,4,4,5,1,1,0,1,-2,1,-2,10938,1,0,3,4
2,1,850.0968694624926,1.0395747194329592,6161.639692852924,2.5002953337271117,12.93325457767277,1124.7714116952156,2589.627288836385,1970.367395156527,0,4,4,1,2,0,2,0,1,-2,1,-2,6473,1,0,3,3
3,1,2784.213821138211,1.0552845528455284,2047.6349593495936,2.7626016260162602,12.213821138211381,1720.320325203252,1873.419512195122,1977.0894308943089,0,7,4,4,2,1,1,0,1,-2,1,-2,10991,1,0,3,1
41,1,562.5539130434782,1.0095652173913043,6468.218260869565,2.6104347826086958,12.53304347826087,1128.5634782608695,2483.191304347826,1963.4452173913044,0,3,4,5,4,0,2,1,2,-2,3,-2,4575,2,0,-2,1
2,1,2385.8089937666964,1.0267141585040072,2380.3619768477292,2.6068566340160286,12.453250222617987,1741.7475512021372,2125.2359750667856,1980.0894924309885,0,5,2,3,2,2,1,0,1,-2,2,-2,21676,1,0,3,7
42,1,2385.8089937666964,1.0267141585040072,2380.3619768477292,2.6068566340160286,12.453250222617987,1741.7475512021372,2125.2359750667856,1980.0894924309885,0,5,3,0,2,1,1,0,1,1,1,-2,10844,1,0,3,1
3,1,2784.213821138211,1.0552845528455284,2047.6349593495936,2.7626016260162602,12.213821138211381,1720.320325203252,1873.419512195122,1977.0894308943089,0,7,4,6,3,2,2,0,1,-2,1,-2,5545,1,0,3,1
5,1,469.2494669509595,1.0309168443496801,6484.846481876332,2.576759061833689,14.210021321961621,1314.2889125799575,2378.993603411514,1957.1897654584222,0,1,3,3,2,2,1,0,1,-2,3,1,12262,2,0,-2,2
41,0,562.5539130434782,1.0095652173913043,6468.218260869565,2.6104347826086958,12.53304347826087,1128.5634782608695,2483.191304347826,1963.4452173913044,0,3,3,3,2,2,1,0,1,-2,1,-2,14903,1,0,2,3
3,1,850.0968694624926,1.0395747194329592,6161.639692852924,2.5002953337271117,12.93325457767277,1124.7714116952156,2589.627288836385,1970.367395156527,0,4,3,2,3,1,1,0,1,1,1,-2,5666,1,0,3,3
41,1,562.5539130434782,1.0095652173913043,6468.218260869565,2.6104347826086958,12.53304347826087,1128.5634782608695,2483.191304347826,1963.4452173913044,0,3,4,4,2,1,1,0,1,3,1,-2,15054,1,1,3,3
42,0,3288.1525885558585,1.0463215258855585,2085.6294277929155,2.7302452316076296,13.155313351498638,1499.8228882833787,1997.6566757493188,1985.5286103542235,0,9,4,5,2,1,1,0,1,-2,2,1,23972,1,0,3,4
3,1,562.5539130434782,1.0095652173913043,6468.218260869565,2.6104347826086958,12.53304347826087,1128.5634782608695,2483.191304347826,1963.4452173913044,1,3,4,3,3,1,2,0,1,1,2,1,9745,1,0,2,1
2,1,850.0968694624926,1.0395747194329592,6161.639692852924,2.5002953337271117,12.93325457767277,1124.7714116952156,2589.627288836385,1970.367395156527,-2,4,3,8,5,1,2,1,1,-2,3,-2,5460,2,0,-2,7
41,1,2784.213821138211,1.0552845528455284,2047.6349593495936,2.7626016260162602,12.213821138211381,1720.320325203252,1873.419512195122,1977.0894308943089,0,7,4,5,2,2,1,0,1,-2,1,-2,26704,1,1,3,1
2,0,2784.213821138211,1.0552845528455284,2047.6349593495936,2.7626016260162602,12.213821138211381,1720.320325203252,1873.419512195122,1977.0894308943089,0,7,4,3,2,1,2,0,1,-2,1,-2,11204,1,0,1,1
5,1,1644.843648208469,1.0407166123778502,3423.630293159609,2.519543973941368,11.62214983713355,1529.5325732899023,2080.6514657980456,1978.4967426710098,1,6,4,2,3,0,2,0,1,1,1,-2,4845,1,1,2,3
5,0,469.2494669509595,1.0309168443496801,6484.846481876332,2.576759061833689,14.210021321961621,1314.2889125799575,2378.993603411514,1957.1897654584222,0,1,4,3,3,1,2,0,1,3,0,-2,2145,-2,0,-2,2
41,0,2784.213821138211,1.0552845528455284,2047.6349593495936,2.7626016260162602,12.213821138211381,1720.320325203252,1873.419512195122,1977.0894308943089,0,7,3,2,2,1,1,0,1,-2,1,-2,20889,1,0,1,2
2,0,736.1920180722891,1.0135542168674698,5476.890813253012,2.73644578313253,13.600150602409638,1316.7402108433735,2175.8486445783133,1958.1265060240964,0,2,4,5,2,1,1,0,1,-2,3,1,13546,2,0,-2,2
5,0,469.2494669509595,1.0309168443496801,6484.846481876332,2.576759061833689,14.210021321961621,1314.2889125799575,2378.993603411514,1957.1897654584222,1,1,3,5,2,2,1,0,1,1,3,0,5664,2,0,-2,3
3,0,850.0968694624926,1.0395747194329592,6161.639692852924,2.5002953337271117,12.93325457767277,1124.7714116952156,2589.627288836385,1970.367395156527,0,4,3,2,2,1,1,0,1,1,1,-2,11867,1,1,1,3
1,1,850.0968694624926,1.0395747194329592,6161.639692852924,2.5002953337271117,12.93325457767277,1124.7714116952156,2589.627288836385,1970.367395156527,0,4,1,2,4,0,2,0,2,-2,3,-2,4396,2,0,-2,1
3,0,1644.843648208469,1.0407166123778502,3423.630293159609,2.519543973941368,11.62214983713355,1529.5325732899023,2080.6514657980456,1978.4967426710098,1,6,4,2,2,2,1,0,1,-2,1,-2,26169,1,1,3,3
5,1,469.2494669509595,1.0309168443496801,6484.846481876332,2.576759061833689,14.210021321961621,1314.2889125799575,2378.993603411514,1957.1897654584222,0,1,4,3,2,2,1,0,1,1,3,0,13452,2,1,-2,2
3,0,538.3573033707866,1.049438202247191,6316.21797752809,2.710112359550562,13.692134831460674,876.0202247191012,2390.829213483146,1978.1640449438203,1,8,3,3,2,0,1,0,1,1,2,1,5002,1,0,1,3
42,1,850.0968694624926,1.0395747194329592,6161.639692852924,2.5002953337271117,12.93325457767277,1124.7714116952156,2589.627288836385,1970.367395156527,-2,4,3,3,5,1,2,1,1,1,3,-2,3602,2,0,-2,1
5,0,2385.8089937666964,1.0267141585040072,2380.3619768477292,2.6068566340160286,12.453250222617987,1741.7475512021372,2125.2359750667856,1980.0894924309885,0,5,3,2,2,0,1,0,2,-2,0,-2,1731,-2,1,-2,5
41,1,850.0968694624926,1.0395747194329592,6161.639692852924,2.5002953337271117,12.93325457767277,1124.7714116952156,2589.627288836385,1970.367395156527,-2,4,2,3,5,1,2,1,7,1,3,-2,3389,2,0,-2,4
3,1,850.0968694624926,1.0395747194329592,6161.639692852924,2.5002953337271117,12.93325457767277,1124.7714116952156,2589.627288836385,1970.367395156527,1,4,4,2,2,1,1,0,1,1,1,-2,5549,1,0,3,1
41,1,850.0968694624926,1.0395747194329592,6161.639692852924,2.5002953337271117,12.93325457767277,1124.7714116952156,2589.627288836385,1970.367395156527,1,4,4,4,2,1,1,0,1,-2,2,0,24775,1,0,2,1
5,1,850.0968694624926,1.0395747194329592,6161.639692852924,2.5002953337271117,12.93325457767277,1124.7714116952156,2589.627288836385,1970.367395156527,-2,4,3,2,5,0,2,0,1,-2,1,-2,17037,1,0,2,2
5,0,736.1920180722891,1.0135542168674698,5476.890813253012,2.73644578313253,13.600150602409638,1316.7402108433735,2175.8486445783133,1958.1265060240964,-2,2,2,2,5,0,2,1,1,-2,0,-2,4998,-2,0,-2,1
