AGEHEAT,ATHOME,CENCDD65,CENH2O,CENHDD65,CENMENBER,CENPDPI,CENPRICES,CENTOTSQFT,CENYEARMADE,CRAWL,DIVISION GROUP,DRAFTY,EDUCATION,HOUSING TYPING,INCOME,KONWRENT,OTHHEAT,RACE,SIZEHEAT,THERMAC,THERMHEAT,TOTKWH,TYPEAC,UR,USEAC,WALLTYPE
3,0,469.2494669509595,1.0309168443496801,6484.846481876332,2.576759061833689,14.210021321961621,1314.2889125799575,2378.993603411514,1957.1897654584222,-2,1,4,5,5,2,2,1,1,-2,3,-2,3306,2,0,-2,1
42,1,2385.8089937666964,1.0267141585040072,2380.3619768477292,2.6068566340160286,12.453250222617987,1741.7475512021372,2125.2359750667856,1980.0894924309885,-2,5,4,3,5,1,2,0,2,-2,1,-2,15699,1,0,3,3
5,1,1138.521718146718,1.031853281853282,2543.8692084942086,2.85472972972973,13.832528957528957,1082.398166023166,1802.8199806949806,1970.7755791505792,1,10,3,6,4,0,2,0,1,-2,0,-2,2589,-2,0,-2,4
2,0,1138.521718146718,1.031853281853282,2543.8692084942086,2.85472972972973,13.832528957528957,1082.398166023166,1802.8199806949806,1970.7755791505792,0,10,4,5,3,2,1,0,1,-2,0,1,4075,-2,0,-2,3
3,1,850.0968694624926,1.0395747194329592,6161.639692852924,2.5002953337271117,12.93325457767277,1124.7714116952156,2589.627288836385,1970.367395156527,1,4,3,2,2,0,1,0,1,-2,2,0,11335,1,0,3,5
42,1,2385.8089937666964,1.0267141585040072,2380.3619768477292,2.6068566340160286,12.453250222617987,1741.7475512021372,2125.2359750667856,1980.0894924309885,1,5,3,2,2,1,1,0,2,1,1,-2,10819,1,1,3,1
41,0,2385.8089937666964,1.0267141585040072,2380.3619768477292,2.6068566340160286,12.453250222617987,1741.7475512021372,2125.2359750667856,1980.0894924309885,-2,5,1,2,5,0,2,0,2,-2,1,-2,10675,1,1,1,3
3,1,538.3573033707866,1.049438202247191,6316.21797752809,2.710112359550562,13.692134831460674,876.0202247191012,2390.829213483146,1978.1640449438203,0,8,4,3,2,2,1,0,1,-2,0,0,7294,-2,0,-2,2
2,1,1138.521718146718,1.031853281853282,2543.8692084942086,2.85472972972973,13.832528957528957,1082.398166023166,1802.8199806949806,1970.7755791505792,0,10,4,2,2,0,1,0,1,-2,1,-2,2436,1,0,1,4
3,1,562.5539130434782,1.0095652173913043,6468.218260869565,2.6104347826086958,12.53304347826087,1128.5634782608695,2483.191304347826,1963.4452173913044,0,3,4,2,2,1,1,0,1,-2,1,0,6964,1,1,1,2
3,1,1644.843648208469,1.0407166123778502,3423.630293159609,2.519543973941368,11.62214983713355,1529.5325732899023,2080.6514657980456,1978.4967426710098,1,6,3,5,2,1,1,0,2,1,3,-2,17626,2,1,-2,3
5,1,850.0968694624926,1.0395747194329592,6161.639692852924,2.5002953337271117,12.93325457767277,1124.7714116952156,2589.627288836385,1970.367395156527,0,4,4,3,2,2,1,0,1,1,1,-2,3505,1,0,1,1
3,1,2385.8089937666964,1.0267141585040072,2380.3619768477292,2.6068566340160286,12.453250222617987,1741.7475512021372,2125.2359750667856,1980.0894924309885,0,5,4,6,2,2,1,0,2,1,3,1,15871,2,1,-2,1
2,1,850.0968694624926,1.0395747194329592,6161.639692852924,2.5002953337271117,12.93325457767277,1124.7714116952156,2589.627288836385,1970.367395156527,0,4,4,2,2,1,1,0,1,-2,1,-2,3921,1,0,2,2
41,1,2385.8089937666964,1.0267141585040072,2380.3619768477292,2.6068566340160286,12.453250222617987,1741.7475512021372,2125.2359750667856,1980.0894924309885,-2,5,4,3,5,0,2,0,1,1,1,-2,11742,1,0,1,7
1,0,1138.521718146718,1.031853281853282,2543.8692084942086,2.85472972972973,13.832528957528957,1082.398166023166,1802.8199806949806,1970.7755791505792,-2,10,3,4,5,1,2,0,1,-2,0,1,1640,-2,0,-2,4
2,1,736.1920180722891,1.0135542168674698,5476.890813253012,2.73644578313253,13.600150602409638,1316.7402108433735,2175.8486445783133,1958.1265060240964,-2,2,3,2,5,1,1,0,1,-2,1,-2,7161,1,0,1,3
5,1,2385.8089937666964,1.0267141585040072,2380.3619768477292,2.6068566340160286,12.453250222617987,1741.7475512021372,2125.2359750667856,1980.0894924309885,-2,5,4,2,5,0,2,0,1,-2,2,0,5669,1,0,3,4
5,1,1138.521718146718,1.031853281853282,2543.8692084942086,2.85472972972973,13.832528957528957,1082.398166023166,1802.8199806949806,1970.7755791505792,0,10,3,4,2,2,2,0,1,-2,2,0,17822,1,0,3,2
3,1,1138.521718146718,1.031853281853282,2543.8692084942086,2.85472972972973,13.832528957528957,1082.398166023166,1802.8199806949806,1970.7755791505792,1,10,1,2,2,1,1,0,1,1,3,-2,14406,2,1,-2,5
41,0,2385.8089937666964,1.0267141585040072,2380.3619768477292,2.6068566340160286,12.453250222617987,1741.7475512021372,2125.2359750667856,1980.0894924309885,1,5,4,5,2,2,1,0,1,-2,1,-2,26290,1,0,3,1
3,0,562.5539130434782,1.0095652173913043,6468.218260869565,2.6104347826086958,12.53304347826087,1128.5634782608695,2483.191304347826,1963.4452173913044,1,3,4,3,2,1,1,0,1,-2,1,-2,10566,1,1,1,3
41,1,2784.213821138211,1.0552845528455284,2047.6349593495936,2.7626016260162602,12.213821138211381,1720.320325203252,1873.419512195122,1977.0894308943089,0,7,4,6,2,1,1,0,1,-2,1,1,31246,1,0,3,1
2,1,2385.8089937666964,1.0267141585040072,2380.3619768477292,2.6068566340160286,12.453250222617987,1741.7475512021372,2125.2359750667856,1980.0894924309885,1,5,3,3,4,0,2,0,1,2,1,-2,17018,1,0,1,2
1,1,469.2494669509595,1.0309168443496801,6484.846481876332,2.576759061833689,14.210021321961621,1314.2889125799575,2378.993603411514,1957.1897654584222,0,1,1,3,2,1,2,0,1,3,0,-2,4161,-2,1,-2,2
41,0,562.5539130434782,1.0095652173913043,6468.218260869565,2.6104347826086958,12.53304347826087,1128.5634782608695,2483.191304347826,1963.4452173913044,0,3,4,3,3,2,1,0,4,1,1,-2,4353,1,0,2,3
5,0,850.0968694624926,1.0395747194329592,6161.639692852924,2.5002953337271117,12.93325457767277,1124.7714116952156,2589.627288836385,1970.367395156527,1,4,3,3,2,0,2,0,1,2,3,-2,6539,2,0,-2,2
5,0,562.5539130434782,1.0095652173913043,6468.218260869565,2.6104347826086958,12.53304347826087,1128.5634782608695,2483.191304347826,1963.4452173913044,1,3,4,5,2,1,1,0,4,-2,2,1,5810,1,0,2,3
3,0,850.0968694624926,1.0395747194329592,6161.639692852924,2.5002953337271117,12.93325457767277,1124.7714116952156,2589.627288836385,1970.367395156527,0,4,3,2,2,2,1,0,1,1,1,-2,10656,1,0,3,5
1,1,2385.8089937666964,1.0267141585040072,2380.3619768477292,2.6068566340160286,12.453250222617987,1741.7475512021372,2125.2359750667856,1980.0894924309885,0,5,3,5,2,2,1,0,2,-2,2,0,32227,1,0,2,1
3,1,538.3573033707866,1.049438202247191,6316.21797752809,2.710112359550562,13.692134831460674,876.0202247191012,2390.829213483146,1978.1640449438203,0,8,4,7,2,2,1,0,1,-2,2,0,22389,1,0,3,3
3,1,850.0968694624926,1.0395747194329592,6161.639692852924,2.5002953337271117,12.93325457767277,1124.7714116952156,2589.627288836385,1970.367395156527,0,4,3,3,2,0,2,0,2,1,2,1,12437,1,0,3,3
1,0,562.5539130434782,1.0095652173913043,6468.218260869565,2.6104347826086958,12.53304347826087,1128.5634782608695,2483.191304347826,1963.4452173913044,-2,3,3,3,5,1,2,0,1,-2,1,-2,13877,1,0,2,1
1,1,562.5539130434782,1.0095652173913043,6468.218260869565,2.6104347826086958,12.53304347826087,1128.5634782608695,2483.191304347826,1963.4452173913044,0,3,3,8,2,2,3,0,6,-2,2,1,9911,1,0,2,1
41,0,1644.843648208469,1.0407166123778502,3423.630293159609,2.519543973941368,11.62214983713355,1529.5325732899023,2080.6514657980456,1978.4967426710098,-2,6,1,4,5,1,2,0,6,-2,1,-2,9309,1,0,2,1
41,0,1644.843648208469,1.0407166123778502,3423.630293159609,2.519543973941368,11.62214983713355,1529.5325732899023,2080.6514657980456,1978.4967426710098,1,6,4,2,2,0,1,0,2,-2,1,-2,8231,1,1,1,3
1,0,850.0968694624926,1.0395747194329592,6161.639692852924,2.5002953337271117,12.93325457767277,1124.7714116952156,2589.627288836385,1970.367395156527,1,4,1,5,2,2,1,0,1,2,2,1,22105,1,0,3,2
5,1,850.0968694624926,1.0395747194329592,6161.639692852924,2.5002953337271117,12.93325457767277,1124.7714116952156,2589.627288836385,1970.367395156527,0,4,4,2,2,2,1,0,1,1,1,-2,31136,1,0,3,3
41,0,1138.521718146718,1.031853281853282,2543.8692084942086,2.85472972972973,13.832528957528957,1082.398166023166,1802.8199806949806,1970.7755791505792,0,10,4,5,3,2,1,0,1,-2,2,0,6007,1,0,1,4
2,1,1138.521718146718,1.031853281853282,2543.8692084942086,2.85472972972973,13.832528957528957,1082.398166023166,1802.8199806949806,1970.7755791505792,1,10,4,2,2,0,1,0,1,1,2,0,5903,1,1,1,2
1,0,736.1920180722891,1.0135542168674698,5476.890813253012,2.73644578313253,13.600150602409638,1316.7402108433735,2175.8486445783133,1958.1265060240964,1,2,3,3,2,2,1,0,2,-2,3,-2,4218,2,0,-2,3
5,1,469.2494669509595,1.0309168443496801,6484.846481876332,2.576759061833689,14.210021321961621,1314.2889125799575,2378.993603411514,1957.1897654584222,-2,1,4,2,5,0,1,1,1,-2,3,-2,2394,2,0,-2,1
3,0,2784.213821138211,1.0552845528455284,2047.6349593495936,2.7626016260162602,12.213821138211381,1720.320325203252,1873.419512195122,1977.0894308943089,-2,7,4,3,5,0,2,1,2,-2,1,-2,11468,1,0,3,4
3,0,1644.843648208469,1.0407166123778502,3423.630293159609,2.519543973941368,11.62214983713355,1529.5325732899023,2080.6514657980456,1978.4967426710098,0,6,4,2,2,2,1,0,1,-2,1,-2,11332,1,1,3,1
41,1,2385.8089937666964,1.0267141585040072,2380.3619768477292,2.6068566340160286,12.453250222617987,1741.7475512021372,2125.2359750667856,1980.0894924309885,0,5,4,6,2,2,1,0,1,-2,2,0,15202,1,0,3,3
5,1,1138.521718146718,1.031853281853282,2543.8692084942086,2.85472972972973,13.832528957528957,1082.398166023166,1802.8199806949806,1970.7755791505792,0,10,4,2,4,0,2,-2,6,-2,0,-2,2947,-2,0,-2,4
41,1,850.0968694624926,1.0395747194329592,6161.639692852924,2.5002953337271117,12.93325457767277,1124.7714116952156,2589.627288836385,1970.367395156527,0,4,4,5,2,2,1,0,1,2,2,0,7449,1,0,1,3
42,0,1644.843648208469,1.0407166123778502,3423.630293159609,2.519543973941368,11.62214983713355,1529.5325732899023,2080.6514657980456,1978.4967426710098,0,6,4,3,2,0,1,0,1,-2,2,1,18194,1,1,1,3
3,0,2784.213821138211,1.0552845528455284,2047.6349593495936,2.7626016260162602,12.213821138211381,1720.320325203252,1873.419512195122,1977.0894308943089,0,7,3,4,2,2,1,0,1,-2,1,1,12131,1,0,3,1
2,1,2385.8089937666964,1.0267141585040072,2380.3619768477292,2.6068566340160286,12.453250222617987,1741.7475512021372,2125.2359750667856,1980.0894924309885,1,5,4,3,2,1,1,0,1,-2,1,-2,22130,1,1,3,2
1,1,562.5539130434782,1.0095652173913043,6468.218260869565,2.6104347826086958,12.53304347826087,1128.5634782608695,2483.191304347826,1963.4452173913044,1,3,2,0,2,0,1,0,1,1,0,-2,10491,-2,1,-2,3
3,1,1138.521718146718,1.031853281853282,2543.8692084942086,2.85472972972973,13.832528957528957,1082.398166023166,1802.8199806949806,1970.7755791505792,0,10,3,4,4,2,2,0,2,-2,2,1,4397,1,0,3,2
5,1,562.5539130434782,1.0095652173913043,6468.218260869565,2.6104347826086958,12.53304347826087,1128.5634782608695,2483.191304347826,1963.4452173913044,0,3,3,4,2,2,1,0,1,-2,2,1,20465,1,1,3,3
42,1,736.1920180722891,1.0135542168674698,5476.890813253012,2.73644578313253,13.600150602409638,1316.7402108433735,2175.8486445783133,1958.1265060240964,-2,2,4,4,1,1,1,0,1,-2,1,-2,5533,1,0,3,3
42,1,562.5539130434782,1.0095652173913043,6468.218260869565,2.6104347826086958,12.53304347826087,1128.5634782608695,2483.191304347826,1963.4452173913044,0,3,3,2,2,2,1,0,1,1,2,0,9591,1,0,2,3
42,1,562.5539130434782,1.0095652173913043,6468.218260869565,2.6104347826086958,12.53304347826087,1128.5634782608695,2483.191304347826,1963.4452173913044,0,3,1,2,2,1,1,0,1,1,1,-2,6527,1,0,3,3
41,0,1138.521718146718,1.031853281853282,2543.8692084942086,2.85472972972973,13.832528957528957,1082.398166023166,1802.8199806949806,1970.7755791505792,1,10,4,2,2,1,1,0,1,2,2,0,7353,1,0,1,4
3,1,2385.8089937666964,1.0267141585040072,2380.3619768477292,2.6068566340160286,12.453250222617987,1741.7475512021372,2125.2359750667856,1980.0894924309885,0,5,4,3,2,1,2,0,1,-2,2,0,18362,1,0,3,3
3,1,2385.8089937666964,1.0267141585040072,2380.3619768477292,2.6068566340160286,12.453250222617987,1741.7475512021372,2125.2359750667856,1980.0894924309885,0,5,4,5,2,2,1,0,7,1,1,0,27166,1,1,3,3
42,0,1138.521718146718,1.031853281853282,2543.8692084942086,2.85472972972973,13.832528957528957,1082.398166023166,1802.8199806949806,1970.7755791505792,1,10,4,4,2,2,1,0,1,1,0,-2,11566,-2,1,-2,2
1,1,1138.521718146718,1.031853281853282,2543.8692084942086,2.85472972972973,13.832528957528957,1082.398166023166,1802.8199806949806,1970.7755791505792,0,10,2,3,3,0,1,0,1,2,0,-2,6083,-2,0,-2,4
5,1,736.1920180722891,1.0135542168674698,5476.890813253012,2.73644578313253,13.600150602409638,1316.7402108433735,2175.8486445783133,1958.1265060240964,0,2,4,2,2,2,1,0,1,-2,2,1,12950,1,0,3,3
5,1,469.2494669509595,1.0309168443496801,6484.846481876332,2.576759061833689,14.210021321961621,1314.2889125799575,2378.993603411514,1957.1897654584222,-2,1,4,2,5,0,2,1,1,-2,3,-2,2812,2,0,-2,1
3,0,2385.8089937666964,1.0267141585040072,2380.3619768477292,2.6068566340160286,12.453250222617987,1741.7475512021372,2125.2359750667856,1980.0894924309885,-2,5,4,2,5,0,2,0,1,-2,3,-2,5632,2,0,-2,1
3,1,1644.843648208469,1.0407166123778502,3423.630293159609,2.519543973941368,11.62214983713355,1529.5325732899023,2080.6514657980456,1978.4967426710098,0,6,4,4,2,2,1,0,2,1,2,0,19187,1,1,3,1
3,0,736.1920180722891,1.0135542168674698,5476.890813253012,2.73644578313253,13.600150602409638,1316.7402108433735,2175.8486445783133,1958.1265060240964,0,2,3,5,2,2,1,0,1,-2,3,-2,13595,2,0,-2,3
3,0,2385.8089937666964,1.0267141585040072,2380.3619768477292,2.6068566340160286,12.453250222617987,1741.7475512021372,2125.2359750667856,1980.0894924309885,1,5,3,4,2,2,1,0,2,1,1,-2,21688,1,0,1,3
1,0,1138.521718146718,1.031853281853282,2543.8692084942086,2.85472972972973,13.832528957528957,1082.398166023166,1802.8199806949806,1970.7755791505792,-2,10,3,2,5,0,2,-2,1,-2,0,-2,452,-2,0,-2,4
41,1,736.1920180722891,1.0135542168674698,5476.890813253012,2.73644578313253,13.600150602409638,1316.7402108433735,2175.8486445783133,1958.1265060240964,0,2,4,5,2,1,1,0,1,-2,0,0,8136,-2,1,-2,3
5,1,736.1920180722891,1.0135542168674698,5476.890813253012,2.73644578313253,13.600150602409638,1316.7402108433735,2175.8486445783133,1958.1265060240964,-2,2,3,2,5,0,2,1,1,1,3,-2,6107,2,0,-2,1
3,1,469.2494669509595,1.0309168443496801,6484.846481876332,2.576759061833689,14.210021321961621,1314.2889125799575,2378.993603411514,1957.1897654584222,1,1,4,2,2,1,1,0,1,3,3,-2,10729,2,1,-2,2
42,0,2784.213821138211,1.0552845528455284,2047.6349593495936,2.7626016260162602,12.213821138211381,1720.320325203252,1873.419512195122,1977.0894308943089,0,7,4,6,2,2,1,0,1,-2,2,1,18832,1,0,1,3
1,0,2784.213821138211,1.0552845528455284,2047.6349593495936,2.7626016260162602,12.213821138211381,1720.320325203252,1873.419512195122,1977.0894308943089,1,7,4,3,2,0,1,0,1,-2,2,1,7438,1,0,3,3
3,1,850.0968694624926,1.0395747194329592,6161.639692852924,2.5002953337271117,12.93325457767277,1124.7714116952156,2589.627288836385,1970.367395156527,0,4,3,2,2,1,1,0,1,1,1,-2,7085,1,0,3,3
5,1,1138.521718146718,1.031853281853282,2543.8692084942086,2.85472972972973,13.832528957528957,1082.398166023166,1802.8199806949806,1970.7755791505792,-2,10,1,3,1,0,1,0,1,-2,0,-2,17408,-2,0,-2,3
42,1,562.5539130434782,1.0095652173913043,6468.218260869565,2.6104347826086958,12.53304347826087,1128.5634782608695,2483.191304347826,1963.4452173913044,-2,3,3,3,5,0,2,1,2,-2,3,-2,7350,2,0,-2,1
41,1,3288.1525885558585,1.0463215258855585,2085.6294277929155,2.7302452316076296,13.155313351498638,1499.8228882833787,1997.6566757493188,1985.5286103542235,0,9,4,2,2,2,1,0,1,1,1,-2,22865,1,0,3,4
3,0,2385.8089937666964,1.0267141585040072,2380.3619768477292,2.6068566340160286,12.453250222617987,1741.7475512021372,2125.2359750667856,1980.0894924309885,0,5,2,2,2,0,1,0,2,-2,1,-2,10191,1,0,3,1
42,0,469.2494669509595,1.0309168443496801,6484.846481876332,2.576759061833689,14.210021321961621,1314.2889125799575,2378.993603411514,1957.1897654584222,0,1,3,5,2,2,1,0,1,-2,2,1,8824,3,0,1,3
5,1,850.0968694624926,1.0395747194329592,6161.639692852924,2.5002953337271117,12.93325457767277,1124.7714116952156,2589.627288836385,1970.367395156527,1,4,3,2,2,0,1,0,1,1,1,-2,19200,1,1,3,3
5,1,2784.213821138211,1.0552845528455284,2047.6349593495936,2.7626016260162602,12.213821138211381,1720.320325203252,1873.419512195122,1977.0894308943089,0,7,3,2,2,2,1,0,1,-2,2,0,14757,1,0,3,1
5,0,736.1920180722891,1.0135542168674698,5476.890813253012,2.73644578313253,13.600150602409638,1316.7402108433735,2175.8486445783133,1958.1265060240964,-2,2,3,2,5,2,2,1,1,-2,3,-2,3267,2,0,-2,1
3,1,2385.8089937666964,1.0267141585040072,2380.3619768477292,2.6068566340160286,12.453250222617987,1741.7475512021372,2125.2359750667856,1980.0894924309885,1,5,4,5,2,2,1,0,1,3,2,0,25791,1,1,3,2
3,0,850.0968694624926,1.0395747194329592,6161.639692852924,2.5002953337271117,12.93325457767277,1124.7714116952156,2589.627288836385,1970.367395156527,0,4,4,2,2,2,1,0,1,1,1,0,28801,1,0,3,3
41,0,850.0968694624926,1.0395747194329592,6161.639692852924,2.5002953337271117,12.93325457767277,1124.7714116952156,2589.627288836385,1970.367395156527,0,4,3,3,2,0,1,1,1,-2,2,1,17791,1,0,1,3
5,1,1138.521718146718,1.031853281853282,2543.8692084942086,2.85472972972973,13.832528957528957,1082.398166023166,1802.8199806949806,1970.7755791505792,1,10,3,3,4,0,2,0,1,-2,0,-2,7784,-2,0,-2,2
41,1,2385.8089937666964,1.0267141585040072,2380.3619768477292,2.6068566340160286,12.453250222617987,1741.7475512021372,2125.2359750667856,1980.0894924309885,-2,5,2,1,5,0,2,0,1,-2,1,-2,12251,1,0,3,1
3,1,469.2494669509595,1.0309168443496801,6484.846481876332,2.576759061833689,14.210021321961621,1314.2889125799575,2378.993603411514,1957.1897654584222,0,1,3,1,3,0,2,0,2,-2,3,-2,3323,2,0,-2,3
1,0,562.5539130434782,1.0095652173913043,6468.218260869565,2.6104347826086958,12.53304347826087,1128.5634782608695,2483.191304347826,1963.4452173913044,1,3,3,6,3,1,2,0,1,1,1,-2,9921,1,0,2,3
3,1,2784.213821138211,1.0552845528455284,2047.6349593495936,2.7626016260162602,12.213821138211381,1720.320325203252,1873.419512195122,1977.0894308943089,-2,7,2,5,1,0,2,-2,1,-2,1,-2,57260,1,1,1,2
5,0,850.0968694624926,1.0395747194329592,6161.639692852924,2.5002953337271117,12.93325457767277,1124.7714116952156,2589.627288836385,1970.367395156527,0,4,4,3,2,2,1,0,1,1,2,0,6867,1,1,3,1
2,1,1138.521718146718,1.031853281853282,2543.8692084942086,2.85472972972973,13.832528957528957,1082.398166023166,1802.8199806949806,1970.7755791505792,0,10,4,3,2,1,1,0,1,3,2,-2,10078,1,0,1,4
5,0,736.1920180722891,1.0135542168674698,5476.890813253012,2.73644578313253,13.600150602409638,1316.7402108433735,2175.8486445783133,1958.1265060240964,0,2,3,6,2,2,1,0,1,-2,2,1,20853,1,0,3,2
5,0,1138.521718146718,1.031853281853282,2543.8692084942086,2.85472972972973,13.832528957528957,1082.398166023166,1802.8199806949806,1970.7755791505792,0,10,4,3,2,2,1,0,1,-2,2,1,8232,1,0,1,4
2,1,469.2494669509595,1.0309168443496801,6484.846481876332,2.576759061833689,14.210021321961621,1314.2889125799575,2378.993603411514,1957.1897654584222,0,1,4,2,4,1,2,0,1,-2,3,-2,1886,2,0,-2,3
2,1,736.1920180722891,1.0135542168674698,5476.890813253012,2.73644578313253,13.600150602409638,1316.7402108433735,2175.8486445783133,1958.1265060240964,-2,2,4,3,5,1,2,0,1,1,3,-2,8491,2,0,-2,1
-2,0,1138.521718146718,1.031853281853282,2543.8692084942086,2.85472972972973,13.832528957528957,1082.398166023166,1802.8199806949806,1970.7755791505792,0,10,4,3,4,0,2,-2,5,-2,0,-2,2559,-2,0,-2,7
3,0,538.3573033707866,1.049438202247191,6316.21797752809,2.710112359550562,13.692134831460674,876.0202247191012,2390.829213483146,1978.1640449438203,0,8,3,5,2,2,1,0,1,3,2,1,9538,1,1,3,7
2,1,469.2494669509595,1.0309168443496801,6484.846481876332,2.576759061833689,14.210021321961621,1314.2889125799575,2378.993603411514,1957.1897654584222,-2,1,3,8,5,2,1,0,1,-2,2,1,7149,1,0,1,1
41,1,2385.8089937666964,1.0267141585040072,2380.3619768477292,2.6068566340160286,12.453250222617987,1741.7475512021372,2125.2359750667856,1980.0894924309885,0,5,4,3,2,2,1,0,1,-2,2,0,25127,1,0,3,4
42,0,2385.8089937666964,1.0267141585040072,2380.3619768477292,2.6068566340160286,12.453250222617987,1741.7475512021372,2125.2359750667856,1980.0894924309885,1,5,4,2,2,0,1,0,2,-2,3,-2,10324,2,1,-2,2
5,0,850.0968694624926,1.0395747194329592,6161.639692852924,2.5002953337271117,12.93325457767277,1124.7714116952156,2589.627288836385,1970.367395156527,1,4,4,2,2,0,1,0,1,1,1,-2,5141,1,0,3,2
3,1,1644.843648208469,1.0407166123778502,3423.630293159609,2.519543973941368,11.62214983713355,1529.5325732899023,2080.6514657980456,1978.4967426710098,0,6,4,2,4,0,2,0,2,-2,1,-2,5702,1,1,2,1
5,0,469.2494669509595,1.0309168443496801,6484.846481876332,2.576759061833689,14.210021321961621,1314.2889125799575,2378.993603411514,1957.1897654584222,0,1,2,3,2,0,1,0,6,-2,0,-2,7499,-2,0,-2,3
2,0,2385.8089937666964,1.0267141585040072,2380.3619768477292,2.6068566340160286,12.453250222617987,1741.7475512021372,2125.2359750667856,1980.0894924309885,1,5,4,3,2,2,1,0,1,2,1,1,7669,1,0,3,3
3,0,736.1920180722891,1.0135542168674698,5476.890813253012,2.73644578313253,13.600150602409638,1316.7402108433735,2175.8486445783133,1958.1265060240964,1,2,3,8,2,2,1,0,1,-2,3,1,5149,2,0,-2,3
5,0,2385.8089937666964,1.0267141585040072,2380.3619768477292,2.6068566340160286,12.453250222617987,1741.7475512021372,2125.2359750667856,1980.0894924309885,0,5,4,2,2,2,1,0,1,-2,1,-2,18447,1,0,3,7
2,1,469.2494669509595,1.0309168443496801,6484.846481876332,2.576759061833689,14.210021321961621,1314.2889125799575,2378.993603411514,1957.1897654584222,-2,1,2,5,5,1,2,0,4,-2,3,-2,2916,2,0,-2,3
42,0,562.5539130434782,1.0095652173913043,6468.218260869565,2.6104347826086958,12.53304347826087,1128.5634782608695,2483.191304347826,1963.4452173913044,0,3,4,2,2,1,1,0,1,1,0,-2,3877,-2,1,-2,3
2,0,736.1920180722891,1.0135542168674698,5476.890813253012,2.73644578313253,13.600150602409638,1316.7402108433735,2175.8486445783133,1958.1265060240964,0,2,3,5,2,2,1,0,1,-2,2,0,5061,1,0,1,3
-2,0,1138.521718146718,1.031853281853282,2543.8692084942086,2.85472972972973,13.832528957528957,1082.398166023166,1802.8199806949806,1970.7755791505792,0,10,3,2,2,1,1,-2,1,-2,0,-2,9978,-2,0,-2,4
1,0,469.2494669509595,1.0309168443496801,6484.846481876332,2.576759061833689,14.210021321961621,1314.2889125799575,2378.993603411514,1957.1897654584222,-2,1,3,3,5,1,2,1,1,-2,3,-2,3504,2,0,-2,2
1,1,850.0968694624926,1.0395747194329592,6161.639692852924,2.5002953337271117,12.93325457767277,1124.7714116952156,2589.627288836385,1970.367395156527,0,4,4,5,2,1,1,0,1,-2,2,0,9436,1,1,2,3
3,0,2784.213821138211,1.0552845528455284,2047.6349593495936,2.7626016260162602,12.213821138211381,1720.320325203252,1873.419512195122,1977.0894308943089,0,7,3,4,2,2,1,0,1,1,2,1,14217,1,0,3,1
3,1,1644.843648208469,1.0407166123778502,3423.630293159609,2.519543973941368,11.62214983713355,1529.5325732899023,2080.6514657980456,1978.4967426710098,1,6,4,5,2,1,1,0,1,1,2,1,9202,1,1,1,3
5,1,1138.521718146718,1.031853281853282,2543.8692084942086,2.85472972972973,13.832528957528957,1082.398166023166,1802.8199806949806,1970.7755791505792,0,10,3,0,4,0,2,-2,1,-2,2,-2,3478,1,0,1,2
42,0,736.1920180722891,1.0135542168674698,5476.890813253012,2.73644578313253,13.600150602409638,1316.7402108433735,2175.8486445783133,1958.1265060240964,0,2,3,6,2,2,1,0,1,1,2,0,13934,1,1,3,3
1,0,1138.521718146718,1.031853281853282,2543.8692084942086,2.85472972972973,13.832528957528957,1082.398166023166,1802.8199806949806,1970.7755791505792,0,10,3,3,4,0,2,0,3,-2,2,0,6360,1,0,1,2
3,1,2385.8089937666964,1.0267141585040072,2380.3619768477292,2.6068566340160286,12.453250222617987,1741.7475512021372,2125.2359750667856,1980.0894924309885,0,5,3,3,4,1,2,0,2,-2,2,0,11705,1,0,3,2
41,1,538.3573033707866,1.049438202247191,6316.21797752809,2.710112359550562,13.692134831460674,876.0202247191012,2390.829213483146,1978.1640449438203,0,8,4,1,2,0,1,0,1,-2,2,1,3113,1,0,1,1
2,1,2385.8089937666964,1.0267141585040072,2380.3619768477292,2.6068566340160286,12.453250222617987,1741.7475512021372,2125.2359750667856,1980.0894924309885,1,5,3,2,2,2,1,0,1,3,2,-2,28017,1,1,3,3
5,0,2784.213821138211,1.0552845528455284,2047.6349593495936,2.7626016260162602,12.213821138211381,1720.320325203252,1873.419512195122,1977.0894308943089,-2,7,4,2,5,1,2,0,1,-2,2,1,14960,1,0,1,2
2,1,1138.521718146718,1.031853281853282,2543.8692084942086,2.85472972972973,13.832528957528957,1082.398166023166,1802.8199806949806,1970.7755791505792,-2,10,3,5,5,2,2,0,1,1,2,0,6171,1,0,2,4
5,1,1138.521718146718,1.031853281853282,2543.8692084942086,2.85472972972973,13.832528957528957,1082.398166023166,1802.8199806949806,1970.7755791505792,0,10,4,5,2,2,1,0,1,1,0,0,5905,-2,0,-2,2
2,1,2385.8089937666964,1.0267141585040072,2380.3619768477292,2.6068566340160286,12.453250222617987,1741.7475512021372,2125.2359750667856,1980.0894924309885,0,5,3,5,2,2,1,0,1,-2,2,1,12809,1,0,2,3
5,1,1644.843648208469,1.0407166123778502,3423.630293159609,2.519543973941368,11.62214983713355,1529.5325732899023,2080.6514657980456,1978.4967426710098,0,6,1,6,2,2,2,0,1,1,2,1,19774,1,1,3,1
